코드,이름,투타,포지션,생년월일,키,몸무게,외국인
73322,바워스,우투우타,투수,19710727,196,100,1
73324,브룸바,우투우타,타자,19740421,186,90,1
73339,이종욱,좌투좌타,타자,19800618,176,78,0
73342,이택근,우투우타,타자,19800710,183,89,0
73343,노환수,좌투좌타,투수,19840630,180,82,0
73363,권도영,우투우타,타자,19810211,177,85,0
73409,강명구,우투좌타,타자,19801025,181,70,0
73413,임동규,우투우타,투수,19790603,185,97,0
73419,김문수,우언우타,투수,19790930,180,78,0
73424,라이언,우투우타,투수,19741101,190,91,1
73438,김영복,우투우타,타자,19850217,184,88,0
73455,곽용섭,좌투좌타,타자,19830203,188,104,0
73503,보이,우투좌타,타자,19660414,184,93,1
73508,이석만,우투우타,투수,19800508,178,78,0
73513,정보명,우투우타,타자,19800823,175,80,0
73521,김휘곤,우투우타,투수,19840728,187,85,0
73537,양성제,우언우타,투수,19801216,182,83,0
73540,김영화,우투우타,타자,19651120,185,94,0
73543,박정준,좌투좌타,타자,19840626,185,87,0
73559,페레즈,우투우타,타자,19690604,192,104,1
73563,이인구,우투좌타,타자,19801107,186,94,0
73564,이시온,우투우타,타자,19750924,185,95,1
73565,김주용,우투우타,투수,19800117,185,100,0
73567,조인신,우투우타,타자,19800814,183,87,0
73602,차일목,우투우타,타자,19810126,176,81,0
73604,김주호,우투좌타,타자,19840401,184,79,0
73606,서동욱,우투양타,타자,19840321,188,99,0
73629,고우석,우투우타,투수,19841103,183,88,0
73632,임준혁,우투우타,투수,19841009,182,100,0
73653,존슨,우투우타,투수,19751003,187,77,1
73654,이정상,좌투좌타,타자,19840711,179,78,0
73657,조태수,우투우타,투수,19830529,183,88,0
73666,최동락,우투우타,타자,19801224,178,73,0
73703,한상훈,우투좌타,타자,19800603,176,78,0
73713,맹진국,우투우타,타자,19840828,180,78,0
73720,문용민,좌투좌타,투수,19801206,173,77,0
73725,이양기,우투우타,타자,19810131,184,90,0
73732,고지행,우투우타,타자,19780503,184,88,0
73736,신민기,우투좌타,타자,19801211,173,92,0
73738,안영명,우투우타,투수,19841119,183,90,0
73746,에스트라다,좌투좌타,투수,19751019,183,79,1
73747,메히아,우투우타,타자,19720414,180,91,1
73750,윤규진,우투우타,투수,19840728,185,90,0
73757,최민준,좌투좌타,타자,19840405,180,79,0
73801,송은범,우투우타,투수,19840317,182,93,0
73823,스미스,우투우타,투수,19721107,178,75,1
73824,최경철,우투우타,타자,19800815,180,86,0
73825,이영욱,우언우타,투수,19800813,191,94,0
73827,김형철,우투좌타,타자,19800526,176,79,0
73830,조진호,우투우타,투수,19750816,190,98,0
73848,디아즈,우투우타,타자,19710929,178,86,1
73853,송수근,우투우타,타자,19800626,,,0
73856,양승학,우투우타,타자,19840120,187,92,0
74103,박기남,우투우타,타자,19810814,175,80,0
74123,후타도,우투우타,투수,19700201,188,88,1
74124,쿠퍼,우투우타,투수,19740819,184,90,1
74125,마틴,좌투좌타,타자,19671124,188,98,1
74130,민경수,좌투좌타,투수,19810519,185,90,0
74139,장진용,우투우타,투수,19860128,187,92,0
74146,손기현,우투우타,투수,19810303,180,81,0
74148,이시찬,우투우타,타자,19850225,182,84,0
74158,김태완,우투우타,타자,19810919,174,81,0
74160,송현우,우투우타,투수,19810916,180,82,0
74163,이용규,좌투좌타,타자,19850826,175,70,0
74167,심수창,우투우타,투수,19810209,185,85,0
74206,김재호,우투우타,타자,19850321,181,75,0
74215,윤석민,우투우타,타자,19850904,180,88,0
74219,이경민,우투우타,투수,19850307,183,83,0
74223,용덕한,우투우타,타자,19810409,176,82,0
74229,김수훈,우투우타,투수,19800710,180,72,0
74242,방승재,우투좌타,타자,19810510,177,75,0
74246,김혜겸,우투우타,타자,19850105,185,95,0
74247,이원희,우투우타,투수,19850715,186,89,0
74256,송수,우투우타,타자,19840304,185,85,0
74260,김무학,우투우타,투수,19850904,184,80,0
74304,최현종,우투우타,타자,19850708,180,85,0
74336,피어리,우투우타,투수,19691209,186,90,1
74339,유한준,우투우타,타자,19810701,186,97,0
74346,이승주,우투좌타,타자,19840413,180,74,0
74358,조평호,우투우타,타자,19850807,188,84,0
74359,오주원,좌투좌타,투수,19850331,184,95,0
74363,박건우,우투우타,투수,19850406,183,87,0
74402,이정식,우투우타,타자,19811102,183,93,0
74429,오리어리,좌투좌타,타자,19690804,181,90,1
74430,로페즈,우투우타,타자,19741015,189,90,1
74453,채형직,우투우타,투수,19860226,184,85,0
74454,윤성환,우투우타,투수,19811008,183,88,0
74458,호지스,우투우타,투수,19730624,193,91,1
74460,안태영,우투좌타,타자,19850315,186,93,0
74465,박석민,우투우타,타자,19850622,178,88,0
74513,장원준,좌투좌타,투수,19850731,184,85,0
74529,김수화,우투우타,투수,19860112,188,91,0
74534,라이온,좌투좌타,타자,19711115,188,95,1
74540,강민호,우투우타,타자,19850818,185,100,0
74543,최대성,우투우타,투수,19850517,183,106,0
74548,이정동,우투우타,투수,19850717,181,83,0
74556,허준혁,우투우타,투수,19851215,180,90,0
74560,김종성,우투우타,타자,19851003,182,82,0
74564,서정호,우투우타,타자,19811224,185,93,0
74565,박진환,우투우타,타자,19810310,183,86,0
74605,김주형,우투우타,타자,19851215,186,108,0
74620,이동현,우투우타,투수,19791115,188,92,0
74630,박근홍,좌투좌타,투수,19850822,180,90,0
74642,김성호,우투우타,타자,19810430,186,90,0
74643,박강우,우언우타,투수,19800719,177,77,0
74647,이상화,우투우타,투수,19800915,182,84,0
74650,이영수,우투우타,타자,19810509,184,90,0
74651,김성계,우투우타,투수,19850523,190,87,0
74653,마뇽,우투우타,투수,19730610,185,83,1
74704,권영근,우투우타,타자,19811116,177,73,0
74723,엔젤,우투우타,타자,19750216,178,100,1
74726,조영민,우투우타,투수,19810311,175,90,0
74728,김창훈,좌언좌타,투수,19851003,183,82,0
74729,최진행,우투우타,타자,19850817,188,100,0
74731,송창식,우투우타,투수,19850325,183,104,0
74745,고동진,좌투좌타,타자,19800401,183,85,0
74746,이창훈,우투우타,타자,19810325,175,65,0
74748,정재원,우언우타,투수,19840811,187,84,0
74756,박노민,우투우타,타자,19850818,182,93,0
74761,윤경영,우투우타,투수,19800812,187,88,0
74817,김종민,좌투좌타,투수,19810630,175,74,0
74823,임훈,좌투좌타,타자,19850717,186,86,0
74828,카브레라,우투우타,투수,19720324,183,81,1
74836,최혁길,우투우타,투수,19810325,179,76,0
74838,윤희상,우투우타,투수,19850517,193,90,0
74840,박권수,우투우타,투수,19850812,180,78,0
74846,박정권,좌투좌타,타자,19810721,187,96,0
74849,김원,우투우타,타자,19780923,183,93,0
74857,정우람,좌투좌타,투수,19850601,181,82,0
74858,지훈,우언우타,투수,19860222,181,75,0
75125,박병호,우투우타,타자,19860710,185,107,0
75131,손상정,우언우타,투수,19820407,180,70,0
75138,신재웅,좌투좌타,투수,19820328,181,85,0
75143,강병우,우투좌타,타자,19861226,183,86,0
75149,홍성용,좌투좌타,투수,19861118,180,85,0
75151,정의윤,우투우타,타자,19860725,185,90,0
75154,클리어,우투우타,타자,19730821,178,86,1
75155,왈론드,좌투좌타,투수,19761107,183,89,1
75156,마테오,우투우타,타자,19780210,182,95,1
75174,박가람,우투우타,타자,19861107,176,72,0
75230,랜들,우투우타,투수,19770215,184,82,1
75245,스미스,우투우타,투수,19691021,185,85,1
75250,박정배,우투우타,투수,19820401,180,85,0
75253,김하람,우투우타,타자,19860911,180,73,0
75255,김명제,우투우타,투수,19870105,187,95,0
75258,금민철,좌투좌타,투수,19861107,181,87,0
75259,강관식,좌투좌타,투수,19840412,177,65,0
75261,서동환,우투우타,투수,19860327,185,90,0
75266,윤승균,우투우타,타자,19830107,184,79,0
75268,조현근,좌투좌타,투수,19851121,184,74,0
75307,차화준,우투좌타,타자,19860320,180,82,0
75321,손승락,우투우타,투수,19820304,187,99,0
75324,캘러웨이,우투우타,투수,19750513,185,90,1
75333,서튼,좌투좌타,타자,19700514,180,79,1
75334,오재일,좌투좌타,타자,19861029,187,95,0
75340,전유수,우투좌타,투수,19861129,185,95,0
75342,이보근,우투우타,투수,19860430,187,90,0
75344,허준,우투우타,타자,19810720,182,97,0
75347,오성민,우투우타,투수,19851106,181,84,0
75356,이상우,우투우타,투수,19810813,,,0
75392,유덕형,우투우타,타자,19840526,,,0
75404,유용목,우투우타,타자,19860610,178,80,0
75421,오승환,우투우타,투수,19820715,178,93,0
75424,곽동훈,우투우타,투수,19810713,178,83,0
75427,백준영,좌투좌타,투수,19820518,182,88,0
75429,바르가스,우투우타,투수,19770222,183,90,1
75441,조영훈,좌투좌타,타자,19821112,185,90,0
75442,손승현,우투우타,타자,19820708,185,92,0
75443,하리칼라,우투우타,투수,19710715,188,85,1
75444,해크먼,우투우타,투수,19741006,194,89,1
75458,강유삼,우투우타,투수,19810725,190,100,0
75464,박성훈,좌투좌타,투수,19820919,188,97,0
75523,최혁권,좌투좌타,투수,19850116,183,75,0
75537,조정훈,우투우타,투수,19850503,189,104,0
75539,이재율,우언우타,투수,19860528,177,81,0
75551,펠로우,우투우타,타자,19730828,184,95,1
75554,이동훈,우투우타,타자,19811225,174,88,0
75563,황준영,우투우타,타자,19820311,178,83,0
75566,이원석,우투우타,타자,19861021,182,82,0
75608,최훈락,좌투좌타,타자,19820512,189,82,0
75612,송산,우투우타,타자,19820702,180,86,0
75620,윤석민,우투우타,투수,19860724,185,90,0
75635,이범석,우투우타,투수,19851229,180,74,0
75640,백정훈,우투우타,타자,19820624,180,86,0
75648,임성민,우투우타,타자,19820618,186,85,0
75653,블랭크,좌투좌타,투수,19760405,187,85,1
75659,그레이싱어,우투우타,투수,19750729,190,90,1
75662,김정수,좌투좌타,타자,19860315,188,86,0
75663,차정민,우언우타,투수,19821123,181,82,0
75668,곽정철,우투우타,투수,19860314,186,97,0
75705,백승룡,우투우타,타자,19820816,180,83,0
75706,전현태,우투좌타,타자,19860709,184,87,0
75730,윤근영,좌투좌타,투수,19860507,185,89,0
75734,스미스,우투우타,타자,19700507,188,100,1
75736,오재필,우투우타,타자,19820727,181,83,0
75739,김동영,우투좌타,타자,19850402,180,78,0
75750,양훈,우투우타,투수,19860529,192,103,0
75762,정희상,우투좌타,타자,19820813,183,85,0
75763,서민욱,우언우타,투수,19820109,187,90,0
75799,조성민,우투우타,투수,19730405,194,110,0
75808,정근우,우투우타,타자,19821002,172,80,0
75828,크루즈,우투우타,투수,19720913,184,84,1
75830,차바치,우투우타,투수,19770905,188,99,1
75831,산체스,좌투좌타,투수,19741011,179,80,1
75843,권덕준,우투우타,투수,19870120,177,75,0
75847,최정,우투우타,타자,19870228,180,90,0
75848,장찬,우투우타,투수,19850612,183,75,0
75852,김선규,우언우타,투수,19860420,185,94,0
75859,김태환,우투우타,투수,19850330,182,79,0
75861,홍성수,우투우타,투수,19820205,186,83,0
75867,김진성,우투우타,투수,19850307,186,92,0
76100,이병규,좌투좌타,타자,19831009,178,90,0
76118,원종현,우언우타,투수,19870731,182,83,0
76119,김기표,우언우타,투수,19830425,185,84,0
76120,베로커,우투우타,투수,19770806,193,110,1
76140,신창호,우투우타,투수,19870318,180,97,0
76146,윤동건,우투우타,투수,19870304,178,85,0
76154,텔레마코,우투우타,투수,19740119,184,100,1
76158,최승준,우투우타,타자,19880111,188,88,0
76169,김회권,우언우타,투수,19860410,177,76,0
76199,카라이어,우투좌타,투수,19771221,188,93,1
76225,김건국,우투우타,투수,19880202,179,85,0
76232,양의지,우투우타,타자,19870605,179,85,0
76235,박진원,좌투좌타,타자,19870317,179,75,0
76240,정재훈,우투우타,투수,19810506,180,80,0
76249,민병헌,우투우타,타자,19870310,178,87,0
76262,원용묵,좌투좌타,투수,19860625,187,96,0
76267,최주환,우투좌타,타자,19880228,178,73,0
76290,김현수,우투좌타,타자,19880112,188,100,0
76304,신현철,우투우타,타자,19871102,179,81,0
76313,황재균,우투우타,타자,19870728,183,96,0
76322,유선정,우투우타,타자,19860821,178,88,0
76325,강정호,우투우타,타자,19870405,183,96,0
76329,이현승,좌투좌타,투수,19831011,179,87,0
76338,장태종,우투우타,투수,19830308,183,88,0
76350,김세현,우투우타,투수,19870807,188,104,0
76355,장원삼,좌투좌타,투수,19830609,181,81,0
76357,조용훈,우언좌타,투수,19871029,184,79,0
76360,조순권,우투우타,투수,19831028,175,87,0
76368,유재신,우투우타,타자,19871121,179,74,0
76393,박민주,우언우타,투수,19870723,188,100,0
76404,황선일,좌투좌타,타자,19870217,187,90,0
76410,세라노,우투우타,투수,19760509,178,83,1
76418,정홍준,우투우타,투수,19830525,184,94,0
76429,브라운,우투우타,투수,19770331,188,91,1
76430,김상수,우투우타,투수,19880102,180,88,0
76435,이여상,우투우타,타자,19840201,183,85,0
76454,김효남,우투우타,투수,19830326,183,95,0
76455,차우찬,좌투좌타,투수,19870531,185,80,0
76459,양영동,좌투좌타,타자,19830716,173,70,0
76461,김기태,우투우타,투수,19870511,183,96,0
76469,모상기,우투우타,타자,19870103,192,102,0
76509,김문호,좌투좌타,타자,19870622,185,102,0
76512,마이로우,우투좌타,타자,19760904,178,90,1
76525,존갈,우투우타,타자,19780402,182,85,1
76529,나승현,우언우타,투수,19870406,178,90,0
76536,손용석,우투우타,타자,19870413,176,95,0
76540,배장호,우언우타,투수,19870625,188,99,0
76550,김유신,좌투좌타,투수,19860501,190,90,0
76553,이승재,우투우타,타자,19830609,182,88,0
76556,추경식,우투좌타,타자,19831119,177,80,0
76562,황동채,우투우타,타자,19830704,180,73,0
76567,김정환,우투우타,투수,19840121,182,84,0
76610,한기주,우투우타,투수,19870429,186,95,0
76632,서브넥,우투우타,타자,19760821,178,80,1
76633,스캇,우투우타,타자,19750517,193,90,1
76638,박정규,좌언좌타,투수,19830417,175,80,0
76639,손영민,우언우타,투수,19870428,184,105,0
76650,진해수,좌투좌타,투수,19860626,187,85,0
76653,박경태,좌투좌타,투수,19870902,185,99,0
76656,류은재,우투우타,타자,19831213,181,80,0
76715,류현진,좌투우타,투수,19870325,187,98,0
76720,정범모,우투우타,타자,19870326,184,94,0
76729,김경선,우투우타,투수,19830820,182,74,0
76743,연경흠,좌투좌타,타자,19830914,176,78,0
76746,김태완,우투우타,타자,19840127,189,105,0
76749,임재청,좌투좌타,투수,19840221,183,84,0
76753,송광민,우투우타,타자,19830624,184,90,0
76757,유원상,우투우타,투수,19860617,187,93,0
76758,안영진,우투우타,투수,19830903,183,80,0
76759,양승진,좌투좌타,투수,19870419,183,80,0
76763,신해수,우투우타,투수,19871130,187,78,0
76802,김성현,우투우타,타자,19870309,172,72,0
76810,시오타니,우투우타,타자,19740527,183,84,1
76812,이재원,우투우타,타자,19880224,185,98,0
76822,이한진,우언우타,투수,19831220,191,95,0
76829,김성훈,우투우타,투수,19870508,183,87,0
76836,피커링,좌투좌타,타자,19760929,198,125,1
76849,이명기,좌투좌타,타자,19871226,183,87,0
76854,홍명찬,우투좌타,타자,19870119,187,90,0
76858,박희수,좌투좌타,투수,19830713,184,88,0
76868,김용섭,우투우타,타자,19830118,183,82,0
76869,김재현,우투양타,타자,19871107,175,72,0
77104,박용근,우투우타,타자,19840121,172,76,0
77126,최유건,우투우타,투수,19880802,195,91,0
77147,봉중근,좌투좌타,투수,19800715,190,98,0
77154,이승우,좌투좌타,투수,19881208,183,83,0
77156,김준호,우투우타,타자,19840303,185,88,0
77157,발데스,좌투좌타,타자,19730629,185,85,1
77199,옥스프링,우투좌타,투수,19770513,183,90,1
77211,이용찬,우투우타,투수,19890102,185,85,0
77229,이원재,우투우타,투수,19881201,187,81,0
77242,이두환,우투우타,타자,19880316,185,105,0
77243,허도환,우투우타,타자,19840731,176,87,0
77248,오재원,우투좌타,타자,19850209,185,75,0
77251,임태훈,우투우타,투수,19880928,182,83,0
77253,이용호,우투우타,투수,19880507,181,76,0
77257,이승학,우투우타,투수,19790602,195,115,0
77263,김강률,우투우타,투수,19880828,187,95,0
77314,김남형,우투우타,타자,19880508,177,75,0
77318,장시환,우투우타,투수,19871101,184,93,0
77326,임태준,우투우타,타자,19880423,178,90,0
77443,매존,좌투좌타,투수,19760726,194,94,1
77444,윌슨,우투우타,투수,19760806,193,99,1
77446,백정현,좌투좌타,투수,19870713,184,80,0
77452,이동걸,우투우타,투수,19830812,185,95,0
77454,김종호,좌투좌타,타자,19840531,183,82,0
77462,김동욱,우투우타,타자,19880624,183,89,0
77463,채태인,좌투좌타,타자,19821011,187,94,0
77464,임익준,우투우타,타자,19880315,180,83,0
77466,최원제,우투좌타,투수,19890204,183,95,0
77503,리오스,우투우타,타자,19721013,177,90,1
77517,김이슬,좌투좌타,투수,19840615,181,83,0
77532,손아섭,우투좌타,타자,19880318,174,84,0
77563,이상화,우투우타,투수,19880301,188,95,0
77564,김민성,우투우타,타자,19881217,181,94,0
77566,이재곤,우언우타,투수,19881124,192,105,0
77591,송승준,우투우타,투수,19800629,184,106,0
77600,이강서,우투우타,타자,19840110,175,76,0
77609,김연훈,우투우타,타자,19841223,180,80,0
77623,최희섭,좌투좌타,타자,19790316,192,123,0
77632,권윤민,우투우타,타자,19790122,188,101,0
77637,양현종,좌투좌타,투수,19880301,183,91,0
77641,오준형,우투우타,투수,19840721,178,83,0
77648,이호신,좌투좌타,타자,19840519,176,76,0
77649,로드리게스,우투우타,투수,19720909,183,90,1
77654,이준수,우투우타,타자,19880617,176,80,0
77658,스코비,우투우타,투수,19790901,183,85,1
77659,에서튼,우투우타,투수,19761017,185,90,1
77669,김주현,우투우타,타자,19880416,178,87,0
77708,서정,좌투좌타,타자,19840416,178,75,0
77725,크루즈,좌투좌타,타자,19730128,184,90,1
77726,세드릭,좌투좌타,투수,19780210,186,95,1
77733,김강,좌투좌타,타자,19881016,188,92,0
77746,정민혁,우언우타,투수,19830914,178,75,0
77748,김혁민,우투우타,투수,19870524,187,94,0
77754,최연오,우투우타,타자,19840314,180,90,0
77759,최진호,우투우타,투수,19840826,183,80,0
77829,김광현,좌투좌타,투수,19880722,188,88,0
77848,박윤,좌투좌타,타자,19880307,181,99,0
77854,이창욱,우투우타,투수,19840828,181,80,0
77860,레이번,우투우타,투수,19741122,191,101,1
77868,로마노,우투우타,투수,19720303,188,86,1
77869,김기현,좌투좌타,타자,19870509,187,93,0
77927,장필준,우투우타,투수,19880408,190,90,0
78119,이범준,우투우타,투수,19890715,188,88,0
78122,김태군,우투우타,타자,19891230,182,92,0
78128,임도현,우투우타,타자,19850906,180,84,0
78129,페타지니,좌투좌타,타자,19710602,185,84,1
78135,이형종,우투우타,타자,19890607,183,80,0
78148,정찬헌,우투우타,투수,19900126,187,94,0
78149,노진용,우언우타,투수,19900215,182,85,0
78164,김수형,우언우타,투수,19850327,182,84,0
78168,서건창,우투좌타,타자,19890822,176,84,0
78217,김용의,우투좌타,타자,19850820,187,74,0
78224,김재환,우투좌타,타자,19880922,183,90,0
78232,김선우,우투우타,투수,19770904,182,88,0
78242,윤도경,우투우타,타자,19890702,182,85,0
78243,박민석,우언우타,투수,19890704,189,100,0
78247,홍상삼,우투좌타,투수,19900213,188,85,0
78248,고창성,우언우타,투수,19841221,184,82,0
78256,레이어,우투우타,투수,19770803,187,91,1
78257,진야곱,좌투좌타,투수,19890411,183,81,0
78288,최재훈,우투우타,타자,19890827,178,76,0
78333,다카쓰,우투우타,투수,19681125,183,80,1
78352,임창민,우투우타,투수,19850825,183,85,0
78353,김성현,우투우타,투수,19890103,184,75,0
78361,전민수,우투좌타,타자,19890318,177,76,0
78363,이성재,우투우타,타자,19851120,186,95,0
78366,민태호,좌투좌타,투수,19890912,182,80,0
78409,김경모,우투우타,타자,19890615,177,72,0
78413,김주현,우투좌타,타자,19860122,177,73,0
78430,션,우투우타,투수,19770828,194,103,1
78431,에니스,우투우타,투수,19791017,196,105,1
78435,오버뮬러,우투우타,투수,19761222,187,90,1
78454,우동균,우투좌타,타자,19891203,175,68,0
78458,허승민,좌투좌타,타자,19860228,177,75,0
78467,이영욱,좌투좌타,타자,19851011,180,85,0
78513,전준우,우투우타,타자,19860225,184,97,0
78517,하준호,좌투좌타,타자,19890429,174,78,0
78536,김대우,우투좌타,타자,19840726,189,95,0
78543,김일엽,우투우타,투수,19800215,190,110,0
78548,장성우,우투우타,타자,19900117,187,100,0
78550,김수완,우투우타,투수,19890720,185,76,0
78551,코르테스,우투우타,투수,19731015,180,101,1
78552,강승현,우투좌타,투수,19851006,186,94,0
78566,황진수,우투양타,타자,19890215,181,82,0
78574,매클레리,우투우타,투수,19741026,190,102,1
78595,가르시아,좌투좌타,타자,19751029,182,100,1
78603,김선빈,우투우타,타자,19891218,165,77,0
78606,박진영,우투우타,타자,19850327,178,75,0
78627,리마,우투우타,투수,19720930,188,95,1
78629,나지완,우투우타,타자,19850519,182,105,0
78640,서재응,우투우타,투수,19770524,181,97,0
78643,백용환,우투우타,타자,19890320,180,95,0
78648,데이비스,우투우타,투수,19750625,192,93,1
78649,발데스,우투우타,타자,19780520,180,78,1
78650,전우엽,우언우타,투수,19890620,182,84,0
78665,디아즈,우투우타,투수,19800727,187,96,1
78666,최용규,우투우타,타자,19850831,182,79,0
78694,이명환,우투우타,타자,19850426,188,94,0
78725,클락,우투좌타,타자,19760305,190,90,1
78726,토마스,좌투좌타,투수,19771022,192,93,1
78730,윤기호,좌투좌타,투수,19880728,184,83,0
78739,이희근,우투우타,타자,19850607,179,83,0
78745,정현석,우투우타,타자,19840301,182,93,0
78753,김지열,우투우타,타자,19880809,179,80,0
78756,오선진,우투우타,타자,19890707,178,80,0
78758,박상규,우투우타,타자,19890502,183,82,0
78760,정대훈,우언우타,투수,19850308,185,83,0
78762,한윤섭,우투우타,타자,19850912,183,82,0
78765,김다원,우투우타,타자,19850917,185,94,0
78813,모창민,우투우타,타자,19850508,188,89,0
78819,백청훈,우언우타,투수,19871119,185,95,0
78823,김준,좌투좌타,투수,19851008,180,80,0
78843,임성헌,우투우타,투수,19850622,178,81,0
78847,이상훈,좌투좌타,투수,19850510,181,78,0
78850,오현근,좌투좌타,타자,19850912,183,85,0
78853,얀,우투우타,투수,19750622,193,113,1
78863,권영진,좌투좌타,타자,19841118,180,82,0
78868,쿠비얀,우투우타,투수,19721115,188,82,1
78869,레이,우투우타,투수,19741127,187,94,1
78892,윤요섭,우투우타,타자,19820330,180,96,0
79109,오지환,우투좌타,타자,19900312,186,80,0
79113,문선재,우투우타,타자,19900520,185,91,0
79130,강지광,우투우타,타자,19901023,181,100,0
79137,최성민,좌투좌타,투수,19900731,186,80,0
79138,한희,우투우타,투수,19891111,182,86,0
79140,최동환,우투우타,투수,19890919,184,83,0
79150,정주현,우투우타,타자,19901013,176,76,0
79156,존슨,우투우타,투수,19820719,186,90,1
79191,배우열,우투양타,투수,19860519,181,80,0
79192,채은성,우투우타,타자,19900206,186,92,0
79198,윤진호,우투우타,타자,19860623,178,78,0
79199,바우어,우투우타,투수,19770110,198,105,1
79215,박건우,우투우타,타자,19900908,184,80,0
79222,성영훈,우투우타,투수,19900624,180,82,0
79225,왓슨,우투좌타,타자,19780905,180,90,1
79229,유희관,좌투좌타,투수,19860601,180,88,0
79230,세데뇨,좌투좌타,투수,19830819,185,88,1
79231,정수빈,좌투좌타,타자,19901007,175,70,0
79234,김진형,우투우타,타자,19900607,179,83,0
79235,조승수,우투우타,투수,19900609,191,73,0
79240,허경민,우투우타,타자,19900826,176,69,0
79290,국해성,우투양타,타자,19891008,180,94,0
79291,안동현,우투우타,타자,19861224,182,74,0
79293,오현택,우언우타,투수,19850717,180,73,0
79300,김지수,우투우타,타자,19860823,180,81,0
79334,장영석,우투우타,타자,19900514,186,100,0
79339,전인환,우투우타,투수,19900604,183,83,0
79349,고원준,우투우타,투수,19900623,181,85,0
79356,박헌도,우투우타,타자,19870101,178,102,0
79358,강윤구,좌투좌타,투수,19900710,183,89,0
79364,김종민,우투우타,타자,19860330,176,85,0
79365,박동원,우투우타,타자,19900407,179,92,0
79402,김상수,우투우타,타자,19900323,175,68,0
79430,나이트,우투좌타,투수,19751001,182,79,1
79435,크루세타,우투우타,투수,19810704,188,97,1
79440,정인욱,우투우타,투수,19901218,186,85,0
79442,이우선,우투우타,투수,19830419,179,83,0
79448,박민규,좌투좌타,투수,19900912,180,76,0
79453,오정복,우투우타,타자,19861013,177,75,0
79456,이지영,우투우타,타자,19860227,178,85,0
79459,정형식,우투좌타,타자,19910128,178,73,0
79461,에르난데스,우투우타,투수,19800427,185,113,1
79465,배영섭,우투우타,타자,19860627,178,78,0
79468,양지훈,우언우타,투수,19850415,183,82,0
79530,양종민,우투우타,타자,19901009,181,81,0
79535,허준혁,좌투좌타,투수,19900930,183,82,0
79540,오수호,우투우타,투수,19900420,175,93,0
79544,오장훈,우투우타,타자,19840519,186,100,0
79545,진명호,우투좌타,투수,19890320,192,98,0
79565,권영준,우투좌타,타자,19860604,176,80,0
79596,애킨스,우투우타,투수,19770830,180,95,0
79604,손정훈,우투좌타,타자,19860114,178,74,0
79608,안치홍,우투우타,타자,19900702,178,97,0
79617,정용운,좌투좌타,투수,19900706,186,88,0
79621,정성철,우투우타,투수,19900421,183,83,0
79642,장태성,우투우타,타자,19861215,182,78,0
79644,로페즈,우투우타,투수,19750421,190,84,1
79650,구톰슨,우투우타,투수,19770111,188,91,1
79657,박상혁,좌투좌타,타자,19900307,187,74,0
79704,김강석,우투좌타,타자,19850908,177,72,0
79705,김회성,우투우타,타자,19851204,190,92,0
79720,강병수,우투우타,타자,19840416,186,86,0
79725,디아즈,우투우타,타자,19811210,188,94,1
79727,연지,우투우타,투수,19770105,195,100,1
79746,허유강,우언우타,투수,19861116,180,82,0
79748,구본범,우투좌타,투수,19870208,191,91,0
79758,황재규,우투우타,투수,19860416,175,85,0
79760,박성호,우투우타,투수,19860704,197,115,0
79761,김주,우투우타,투수,19890302,200,96,0
79764,장민재,우투우타,투수,19900319,184,98,0
79791,김동호,우투우타,투수,19850910,185,91,0
79804,하지호,우투우타,타자,19841216,177,76,0
79817,박현준,우언우타,투수,19860922,185,90,0
79825,여건욱,우투우타,투수,19860916,185,92,0
79840,윤석주,우투우타,투수,19900427,181,76,0
79847,김태훈,좌투좌타,투수,19900519,176,88,0
79854,카도쿠라,우투우타,투수,19730309,191,95,1
79858,글로버,우투우타,투수,19761203,196,93,1
79859,니코스키,좌투좌타,투수,19730309,191,95,1
79866,박상현,우투우타,타자,19891122,177,81,0
79868,김정남,우투좌타,타자,19861122,186,88,0
79869,윤중환,좌투좌타,타자,19900907,180,80,0
80001,강병선,우투우타,타자,19650509,,,0
80002,강정남,좌투좌타,타자,19600814,,,0
80004,김경호,우투우타,타자,19630407,,,0
80005,김기홍,우투우타,타자,19700226,,,0
80006,김구길,우투우타,타자,19530616,,,0
80008,김선훈,우투우타,타자,19691216,,,0
80010,김성관,우투우타,타자,19520706,,,0
80012,김성수,우투우타,타자,19620507,,,0
80013,김성호,우투우타,타자,19600326,,,0
80014,김성호,우투우타,타자,19550901,,,0
80015,김승태,우투우타,타자,19690307,,,0
80016,김신,우투우타,타자,19710315,,,0
80017,김영신,우투우타,타자,19611109,,,0
80018,김용달,우투우타,타자,19560510,180,78,0
80019,김용만,우투우타,타자,19580726,,,0
80020,김용희,우투우타,타자,19551004,190,97,0
80021,김우근,우투우타,타자,19560126,,,0
80023,김이수,좌투좌타,타자,19600804,,,0
80024,김일환,좌투좌타,타자,19540111,,,0
80027,김정태,좌투좌타,타자,19570101,,,0
80028,김종근,우투우타,타자,19600316,,,0
80029,김진근,좌투좌타,타자,19560316,,,0
80030,김진우,우투우타,타자,19580924,,,0
80031,김진홍,우투우타,타자,19620910,,,0
80032,김태업,우투우타,타자,19620219,,,0
80033,김한조,우투우타,타자,19620125,,,0
80034,김현택,우투우타,타자,19620509,,,0
80036,김휘욱,우투우타,타자,19570811,,,0
80038,문주모,우투우타,타자,19621114,,,0
